event,author,title,type,repository,organization,state,number,created,closed,url,api_url
scipy-24,hpodzorski-USGS,Added links for installing hatch via pip and conda.,PullRequest,python-package-guide,pyOpenSci,closed,320,2024-07-13T18:01:31Z,2024-08-01T22:13:27Z,https://github.com/pyOpenSci/python-package-guide/pull/320,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/320
scipy-24,Revathyvenugopal162,docs: update the contribution guide,PullRequest,python-package-guide,pyOpenSci,closed,321,2024-07-13T18:24:42Z,2024-08-05T17:53:04Z,https://github.com/pyOpenSci/python-package-guide/pull/321,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/321
scipy-24,ayhanxian,Update conf.py to include Code of Conduct link to footer,PullRequest,python-package-guide,pyOpenSci,closed,324,2024-07-13T18:59:17Z,2024-07-31T22:35:13Z,https://github.com/pyOpenSci/python-package-guide/pull/324,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/324
scipy-24,hpodzorski-USGS,Updated Contributions.md with text on forking repos,PullRequest,python-package-guide,pyOpenSci,closed,325,2024-07-13T19:03:03Z,2024-08-01T22:18:43Z,https://github.com/pyOpenSci/python-package-guide/pull/325,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/325
scipy-24,yardasol,Add Spanish translation of parts of the Documentation section,PullRequest,python-package-guide,pyOpenSci,closed,326,2024-07-13T21:31:32Z,2024-08-10T23:10:10Z,https://github.com/pyOpenSci/python-package-guide/pull/326,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/326
scipy-24,RobPasMue,docs: translating to spanish the packaging guide,PullRequest,python-package-guide,pyOpenSci,closed,327,2024-07-13T23:19:27Z,2024-07-14T18:06:53Z,https://github.com/pyOpenSci/python-package-guide/pull/327,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/327
scipy-24,santisoler,Minor Markdown improvements on packaging page,PullRequest,python-package-guide,pyOpenSci,closed,329,2024-07-14T16:33:14Z,2024-12-20T16:16:57Z,https://github.com/pyOpenSci/python-package-guide/pull/329,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/329
scipy-24,RobPasMue,docs: translate to Spanish python-package-structure.md file,PullRequest,python-package-guide,pyOpenSci,closed,331,2024-07-14T18:00:38Z,2024-08-11T18:22:04Z,https://github.com/pyOpenSci/python-package-guide/pull/331,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/331
scipy-24,RobPasMue,docs: translate to Spanish python-package-distribution-files-sdist-wheel.md file,PullRequest,python-package-guide,pyOpenSci,closed,332,2024-07-14T18:02:22Z,2024-08-19T18:43:42Z,https://github.com/pyOpenSci/python-package-guide/pull/332,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/332
scipy-24,RobPasMue,docs: translate to Spanish python-package-build-tools.md,PullRequest,python-package-guide,pyOpenSci,closed,333,2024-07-14T18:02:51Z,2024-09-02T15:41:47Z,https://github.com/pyOpenSci/python-package-guide/pull/333,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/333
scipy-24,RobPasMue,docs: translate to Spanish publish-python-package-pypi-conda.md,PullRequest,python-package-guide,pyOpenSci,closed,334,2024-07-14T18:03:08Z,2024-09-14T18:07:39Z,https://github.com/pyOpenSci/python-package-guide/pull/334,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/334
scipy-24,RobPasMue,docs: translate to Spanish intro.md of package-structure-code,PullRequest,python-package-guide,pyOpenSci,closed,335,2024-07-14T18:03:19Z,2024-09-17T17:37:11Z,https://github.com/pyOpenSci/python-package-guide/pull/335,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/335
scipy-24,RobPasMue,docs: translate to Spanish declare-dependencies.md,PullRequest,python-package-guide,pyOpenSci,closed,336,2024-07-14T18:04:20Z,2024-10-06T13:20:54Z,https://github.com/pyOpenSci/python-package-guide/pull/336,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/336
scipy-24,RobPasMue,docs: translating to Spanish complex-python-package-builds.md,PullRequest,python-package-guide,pyOpenSci,closed,337,2024-07-14T18:04:36Z,2024-09-14T18:20:32Z,https://github.com/pyOpenSci/python-package-guide/pull/337,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/337
scipy-24,RobPasMue,docs: translating to Spanish the code-style-linting-format.md file,PullRequest,python-package-guide,pyOpenSci,closed,338,2024-07-14T18:04:51Z,2024-10-06T13:25:57Z,https://github.com/pyOpenSci/python-package-guide/pull/338,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/338
scipy-24,RobPasMue,docs: translate to Spanish python-package-version.md file,PullRequest,python-package-guide,pyOpenSci,closed,339,2024-07-14T18:05:03Z,2024-11-08T21:26:17Z,https://github.com/pyOpenSci/python-package-guide/pull/339,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/339
scipy-24,RobPasMue,docs: translate to Spanish pyproject-toml-python-package-metadata.md,PullRequest,python-package-guide,pyOpenSci,closed,340,2024-07-14T18:05:57Z,2025-01-18T17:58:46Z,https://github.com/pyOpenSci/python-package-guide/pull/340,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/340
scipy-24,ncclementi,Translate tutorials page [partial/wip],PullRequest,python-package-guide,pyOpenSci,closed,342,2024-07-14T18:50:11Z,2024-08-22T20:46:20Z,https://github.com/pyOpenSci/python-package-guide/pull/342,https://api.github.com/repos/pyOpenSci/python-package-guide/pulls/342
scipy-24,ayhanxian,Update footer.html to include CoC,PullRequest,pyopensci.github.io,pyOpenSci,closed,443,2024-07-13T18:08:06Z,2024-07-23T16:42:27Z,https://github.com/pyOpenSci/pyopensci.github.io/pull/443,https://api.github.com/repos/pyOpenSci/pyopensci.github.io/pulls/443
scipy-24,crazy4pi314,adding devcontainers <3,PullRequest,pyosPackage,pyOpenSci,closed,36,2024-07-12T21:03:15Z,2024-10-21T23:01:46Z,https://github.com/pyOpenSci/pyosPackage/pull/36,https://api.github.com/repos/pyOpenSci/pyosPackage/pulls/36
scipy-24,gpcureton,Closes #20. Added some dependencies,PullRequest,pyosPackage,pyOpenSci,closed,38,2024-07-13T23:26:32Z,2024-10-24T21:16:06Z,https://github.com/pyOpenSci/pyosPackage/pull/38,https://api.github.com/repos/pyOpenSci/pyosPackage/pulls/38
scipy-24,ehinman,Edit .env-default file to correct syntax,PullRequest,pyosMeta,pyOpenSci,closed,196,2024-07-13T18:29:06Z,2024-08-01T16:21:13Z,https://github.com/pyOpenSci/pyosMeta/pull/196,https://api.github.com/repos/pyOpenSci/pyosMeta/pulls/196
scipy-24,ehinman,"In CONTRIBUTING.md, add more specifics on configuring API token",Issue,pyosMeta,pyOpenSci,closed,194,2024-07-13T18:00:48Z,2025-02-13T19:35:04Z,https://github.com/pyOpenSci/pyosMeta/issues/194,https://api.github.com/repos/pyOpenSci/pyosMeta/issues/194
scipy-24,ehinman,Update .env-default file for configuring GitHub token,Issue,pyosMeta,pyOpenSci,closed,195,2024-07-13T18:25:42Z,2024-08-01T17:28:27Z,https://github.com/pyOpenSci/pyosMeta/issues/195,https://api.github.com/repos/pyOpenSci/pyosMeta/issues/195
scipy-24,santisoler,Add .env to .gitignore,PullRequest,metrics,pyOpenSci,closed,22,2024-07-14T16:39:08Z,2024-07-31T22:42:08Z,https://github.com/pyOpenSci/metrics/pull/22,https://api.github.com/repos/pyOpenSci/metrics/pulls/22
scipy-24,santisoler,Expand list of dependencies in environment.yml,PullRequest,metrics,pyOpenSci,closed,23,2024-07-14T17:10:43Z,2024-07-31T22:45:22Z,https://github.com/pyOpenSci/metrics/pull/23,https://api.github.com/repos/pyOpenSci/metrics/pulls/23
scipy-24,ayhanxian,Update LICENSE text ,PullRequest,pyos-sphinx-theme,pyOpenSci,closed,12,2024-07-14T18:59:41Z,2024-08-01T18:49:23Z,https://github.com/pyOpenSci/pyos-sphinx-theme/pull/12,https://api.github.com/repos/pyOpenSci/pyos-sphinx-theme/pulls/12
scipy-24,santisoler,Add plots of editors load in current-reviews-data.ipynb,PullRequest,metrics,pyOpenSci,closed,24,2024-07-14T19:45:28Z,2024-08-27T01:40:04Z,https://github.com/pyOpenSci/metrics/pull/24,https://api.github.com/repos/pyOpenSci/metrics/pulls/24
scipy-24,kaiyamag,Update Current Software Review Stats page,PullRequest,metrics,pyOpenSci,closed,13,2024-07-13T23:39:44Z,2024-07-14T01:20:49Z,https://github.com/pyOpenSci/metrics/pull/13,https://api.github.com/repos/pyOpenSci/metrics/pulls/13
scipy-24,Revathyvenugopal162,docs: cleanup the docs,PullRequest,pyos-sphinx-theme,pyOpenSci,closed,11,2024-07-14T18:38:23Z,2024-08-01T18:45:31Z,https://github.com/pyOpenSci/pyos-sphinx-theme/pull/11,https://api.github.com/repos/pyOpenSci/pyos-sphinx-theme/pulls/11
scipy-24,lwasser,Sync labels across pyos repos,Issue,python-package-guide,pyOpenSci,open,247,2024-05-08T18:39:16Z,,https://github.com/pyOpenSci/python-package-guide/issues/247,https://api.github.com/repos/pyOpenSci/python-package-guide/issues/247
pyconus-24,FFY00,No easily visible link to the code of conduct in the website,Issue,pyopensci.github.io,pyOpenSci,closed,396,2024-05-22T22:51:31Z,2024-07-31T22:32:31Z,https://github.com/pyOpenSci/pyopensci.github.io/issues/396,https://api.github.com/repos/pyOpenSci/pyopensci.github.io/issues/396
scipy-24,ayhanxian,Add Code of Conduct link directly into footer,Issue,python-package-guide,pyOpenSci,closed,322,2024-07-13T18:43:24Z,2024-07-31T22:35:14Z,https://github.com/pyOpenSci/python-package-guide/issues/322,https://api.github.com/repos/pyOpenSci/python-package-guide/issues/322
scipy-23,thomasjpfan,CI Enable CircleCI redirector for PRs,PullRequest,pyopensci.github.io,pyOpenSci,closed,233,2023-07-16T15:08:21Z,2023-07-18T15:58:25Z,https://github.com/pyOpenSci/pyopensci.github.io/pull/233,https://api.github.com/repos/pyOpenSci/pyopensci.github.io/pulls/233
scipy-23,thomasjpfan,Adjusts CSS to not hide the logo when the dropdox is visible,PullRequest,pyopensci.github.io,pyOpenSci,closed,222,2023-07-15T15:17:06Z,2023-07-15T15:44:08Z,https://github.com/pyOpenSci/pyopensci.github.io/pull/222,https://api.github.com/repos/pyOpenSci/pyopensci.github.io/pulls/222
scipy-23,thomasjpfan,CI Ignore contributor webites in htmlproofer,PullRequest,pyopensci.github.io,pyOpenSci,closed,230,2023-07-15T23:45:29Z,2023-07-16T00:29:31Z,https://github.com/pyOpenSci/pyopensci.github.io/pull/230,https://api.github.com/repos/pyOpenSci/pyopensci.github.io/pulls/230
scipy-23,thomasjpfan,CI Fixes circleci blog generation,PullRequest,pyopensci.github.io,pyOpenSci,closed,229,2023-07-15T22:44:32Z,2023-07-16T00:32:25Z,https://github.com/pyOpenSci/pyopensci.github.io/pull/229,https://api.github.com/repos/pyOpenSci/pyopensci.github.io/pulls/229
scipy-23,thomasjpfan,CI Enable CircleCI to build docs to be avalible in PRs,PullRequest,pyopensci.github.io,pyOpenSci,closed,228,2023-07-15T21:03:19Z,2023-07-15T21:10:44Z,https://github.com/pyOpenSci/pyopensci.github.io/pull/228,https://api.github.com/repos/pyOpenSci/pyopensci.github.io/pulls/228
scipy-23,msarahan,add update workflow for packages,PullRequest,pyopensci.github.io,pyOpenSci,closed,227,2023-07-15T19:10:04Z,2023-07-18T16:05:40Z,https://github.com/pyOpenSci/pyopensci.github.io/pull/227,https://api.github.com/repos/pyOpenSci/pyopensci.github.io/pulls/227
scipy-23,msarahan,add update workflow for packages,PullRequest,pyopensci.github.io,pyOpenSci,closed,223,2023-07-15T15:25:43Z,2023-07-15T15:39:02Z,https://github.com/pyOpenSci/pyopensci.github.io/pull/223,https://api.github.com/repos/pyOpenSci/pyopensci.github.io/pulls/223
