title,item_opened_by,current_status,labels,created_by,location,contrib_type,repo,type
docs: translate to Spanish declare-dependencies.md,2024-07-14 18:04:20,open,"translations, lang-ES",RobPasMue,"Leganés, Madrid",staff,python-package-guide,pulls
docs: translate to Spanish intro.md of package-structure-code,2024-07-14 18:03:19,open,"translations, lang-ES",RobPasMue,"Leganés, Madrid",staff,python-package-guide,pulls
docs: translate to Spanish publish-python-package-pypi-conda.md,2024-07-14 18:03:08,open,"translations, lang-ES",RobPasMue,"Leganés, Madrid",staff,python-package-guide,pulls
docs: translate to Spanish python-package-build-tools.md,2024-07-14 18:02:51,open,"translations, lang-ES",RobPasMue,"Leganés, Madrid",staff,python-package-guide,pulls
docs: translate to Spanish python-package-distribution-files-sdist-wheel.md file,2024-07-14 18:02:22,open,"translations, lang-ES",RobPasMue,"Leganés, Madrid",staff,python-package-guide,pulls
docs: translate to Spanish python-package-structure.md file,2024-07-14 18:00:38,closed,"translations, lang-ES",RobPasMue,"Leganés, Madrid",staff,python-package-guide,pulls
Minor Markdown improvements on packaging page,2024-07-14 16:33:14,open,translations,santisoler,"British Columbia, Canada",staff,python-package-guide,pulls
docs: translating to spanish the packaging guide,2024-07-13 23:19:27,closed,,RobPasMue,"Leganés, Madrid",staff,python-package-guide,pulls
Add Spanish translation of parts of the Documentation section,2024-07-13 21:31:32,closed,"translations, lang-ES",yardasol,,staff,python-package-guide,pulls
Updated Contributions.md with text on forking repos,2024-07-13 19:03:03,closed,,hpodzorski-USGS,,staff,python-package-guide,pulls
Update conf.py to include Code of Conduct link to footer,2024-07-13 18:59:17,closed,,ayhanxian,,staff,python-package-guide,pulls
docs: update the contribution guide,2024-07-13 18:24:42,closed,,Revathyvenugopal162,"Lyon, France",staff,python-package-guide,pulls
Added links for installing hatch via pip and conda.,2024-07-13 18:01:31,closed,,hpodzorski-USGS,,staff,python-package-guide,pulls
update badges url,2024-07-13 06:09:13,closed,,sneakers-the-rat,,staff,python-package-guide,pulls
Prepare translation files for SciPy sprint,2024-07-03 21:03:31,closed,,flpm,"New York, NY",staff,python-package-guide,pulls
Structure the CONTRIBUTING guide to define sprint tasks,2024-06-30 16:10:03,closed,,flpm,"New York, NY",staff,python-package-guide,pulls
Start spanish translation,2024-06-28 13:23:42,closed,,flpm,"New York, NY",staff,python-package-guide,pulls
[Tuesday july 2 merge] Fix: update hatch install instructions,2024-06-26 01:02:46,closed,🚀 ready-for-review,lwasser,United States,staff,python-package-guide,pulls
Mention that the code of conduct has placeholder values,2024-06-21 22:25:11,closed,,stefmolin,,staff,python-package-guide,pulls
Add a translation guide for contributors,2024-06-19 22:59:07,closed,,flpm,"New York, NY",staff,python-package-guide,pulls
Update diagram -hatch backends,2024-06-12 04:02:15,closed,,lwasser,United States,staff,python-package-guide,pulls
Always use `python -m` with pip,2024-06-07 18:50:33,closed,,jhkennedy,"Fairbanks, AK",staff,python-package-guide,pulls
Add support for internationalization to the guide,2024-06-06 21:08:26,closed,,flpm,"New York, NY",staff,python-package-guide,pulls
Add: help wanted automated workflow to guidebook repo,2024-06-05 20:57:37,closed,,lwasser,United States,staff,python-package-guide,pulls
Change formatting to satisfy codespell check,2024-06-05 18:28:49,closed,🚀 ready-for-review,willingc,San Diego,staff,python-package-guide,pulls
Setup Vale (prose linter) with a minimal unobtrusive configuration,2024-05-23 17:31:23,closed,pyconus-24,flpm,"New York, NY",staff,python-package-guide,pulls
Unique package name - Corrective action steps,2024-05-21 19:04:46,closed,pyconus-24,pb-413,Pittsburgh PA,staff,python-package-guide,pulls
Update version references in tutorial: 0.1.0 -> 0.1,2024-05-21 17:48:35,closed,pyconus-24,pb-413,Pittsburgh PA,staff,python-package-guide,pulls
Windows Instruction for PipX,2024-05-20 21:01:40,closed,"🚀 ready-for-review, sprintable, pyconus-24",Vaunty,,staff,python-package-guide,pulls
Update github actions versions to current,2024-05-20 20:32:01,closed,"sprintable, pyconus-24",sosey,"Baltimore, MD",staff,python-package-guide,pulls
Add: hatch plus meson-python python package example to guidebook,2024-05-20 19:25:06,closed,"sprintable, pyconus-24",ucodery,,staff,python-package-guide,pulls
"Replace usage of ""Anaconda Cloud"" in various contexts",2024-05-20 19:02:28,closed,"sprintable, pyconus-24",chenghlee,"Austin, TX",staff,python-package-guide,pulls
Fixing Table of Contents/ Nav,2024-05-20 18:25:20,closed,"sprintable, pyconus-24",BSuperbad,,staff,python-package-guide,pulls
update version from 0.1.0 to 0.1,2024-05-20 18:01:05,closed,pyconus-24,pb-413,Pittsburgh PA,staff,python-package-guide,pulls
use literalinclude in code-style-linting-format,2024-05-20 15:50:31,closed,"sprintable, pyconus-24",ucodery,,staff,python-package-guide,pulls
Add command line example for finding hatch config file location,2024-05-20 15:09:42,closed,"sprintable, pyconus-24",sosey,"Baltimore, MD",staff,python-package-guide,pulls
Fix: sphinx warnings,2024-05-06 23:39:46,closed,,lwasser,United States,staff,python-package-guide,pulls
Include missed update step pyproject.toml,2024-04-15 18:26:53,closed,pycascades,Tyler-Bonnell,"Seattle, WA",staff,python-package-guide,pulls
API Documentation Tutorial: Fix a few typos and clean up punctuation,2024-04-15 18:20:32,closed,pycascades,Tyler-Bonnell,"Seattle, WA",staff,python-package-guide,pulls
Update text to reflect modern Hatch,2024-04-13 14:35:33,closed,,ofek,Knowhere,staff,python-package-guide,pulls
literalinclude directives,2024-04-10 18:54:06,closed,pycascades,ucodery,,staff,python-package-guide,pulls
More consistent LICENSE and CODE_OF_CONDUCT usage,2024-04-08 21:46:08,closed,pycascades,ptressel,"Seattle, WA, USA",staff,python-package-guide,pulls
Update installable-code.md,2024-04-08 21:25:42,closed,pycascades,nyeshlur,,staff,python-package-guide,pulls
Add: Tutorial for migrating from setup.py to pyproject.toml using Hatch,2024-04-08 21:24:42,closed,pycascades,miguelalizo,"Seattle, WA",staff,python-package-guide,pulls
Add: text on Hatch backend compatibility,2024-04-08 21:01:18,closed,"🚀 ready-for-review, pycascades",ucodery,,staff,python-package-guide,pulls
"Update get-to-know-hatch.md for consistent style of ""Hatch"" etc.",2024-04-08 21:00:08,closed,pycascades,ptressel,"Seattle, WA, USA",staff,python-package-guide,pulls
Update get-to-know-hatch.md - Rewording Get to Know Hatch Documentation,2024-04-08 20:41:04,closed,pycascades,Tyler-Bonnell,"Seattle, WA",staff,python-package-guide,pulls
Update publish-conda-forge.md to fix tiny typo,2024-04-08 20:07:18,closed,pycascades,ptressel,"Seattle, WA, USA",staff,python-package-guide,pulls
"Update publish-pypi.md with consistent usage for ""test PyPI"".",2024-04-08 19:54:23,closed,pycascades,ptressel,"Seattle, WA, USA",staff,python-package-guide,pulls
Update publish-pypi.md to remove near-duplicate line.,2024-04-08 19:35:38,closed,pycascades,ptressel,"Seattle, WA, USA",staff,python-package-guide,pulls
Add: changelog-file.md to the Docs-for-Contributors-and-Maintainers section.,2024-04-08 18:56:27,closed,"🚀 ready-for-review, pycascades",miguelalizo,"Seattle, WA",staff,python-package-guide,pulls
Update intro.md: Remove Duplicate Link/Sentence,2024-04-08 18:54:50,closed,pycascades,Tyler-Bonnell,"Seattle, WA",staff,python-package-guide,pulls
Update installable-code.md,2024-04-08 18:36:37,closed,pycascades,nyeshlur,,staff,python-package-guide,pulls
Fix: Issue 201 - conda-forge tutorial learning objectives,2024-04-07 22:11:11,closed,pycascades,miguelalizo,"Seattle, WA",staff,python-package-guide,pulls
update: hatch tutorial,2024-04-07 21:42:42,closed,pycascades,ucodery,,staff,python-package-guide,pulls
Fix: update link to coc,2024-04-04 19:29:39,closed,,lwasser,United States,staff,python-package-guide,pulls
Add command line reference guide to the Tutorials page,2024-03-24 18:51:06,open,"🚀 ready-for-review, sprintable",calekochenour,"Colorado, United States",staff,python-package-guide,pulls
all my requirements gone,2024-03-20 20:56:37,closed,,sneakers-the-rat,,staff,python-package-guide,pulls
Fix: minor edits,2024-03-20 15:45:17,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix broken stuff 2 (and keep stuff unbroken),2024-03-19 22:58:36,closed,,sneakers-the-rat,,staff,python-package-guide,pulls
"Use `pyproject.toml`, remove `requirements.txt`",2024-03-19 22:17:50,closed,,sneakers-the-rat,,staff,python-package-guide,pulls
FIX: removed duplicates,2024-03-19 17:51:37,closed,,kierisi,"Chicago, IL",staff,python-package-guide,pulls
UPDATE: added Carol to contributors,2024-03-06 21:17:55,closed,,kierisi,"Chicago, IL",staff,python-package-guide,pulls
UPDATE: added new contributors,2024-03-06 16:50:35,closed,,kierisi,"Chicago, IL",staff,python-package-guide,pulls
Fix: small edits to headers of lesson,2024-03-05 19:19:26,closed,,lwasser,United States,staff,python-package-guide,pulls
Close markdown block for example README,2024-03-05 10:25:48,closed,,tomalrussell,Oxford / London,staff,python-package-guide,pulls
Fix: inconsistent headings,2024-03-04 23:56:13,closed,,lwasser,United States,staff,python-package-guide,pulls
Description/Author formatting in `tutorials/pyproject-toml.md`,2024-03-04 20:49:49,closed,,sneakers-the-rat,,staff,python-package-guide,pulls
Fix broken stuff,2024-03-04 20:48:05,closed,,sneakers-the-rat,,staff,python-package-guide,pulls
Version specification in main text of `tutorials/pyproject-toml.md`,2024-03-04 20:18:38,closed,"🚀 ready-for-review, enhancement-feature",sneakers-the-rat,,staff,python-package-guide,pulls
Concise headings in `tutorials/pyproject-toml.md`,2024-03-04 20:16:48,closed,,sneakers-the-rat,,staff,python-package-guide,pulls
Mention copyleft in license guide!,2024-03-02 00:59:41,open,"🚀 ready-for-review, enhancement-feature",sneakers-the-rat,,staff,python-package-guide,pulls
Fix: reorganize index structure for users,2024-03-01 20:52:48,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: multiple broken links,2024-02-27 20:26:14,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix typo of duplicate lines,2024-02-27 17:30:33,closed,,eriknw,"Austin, TX",staff,python-package-guide,pulls
Fix: nav for tutorials duplicated,2024-02-27 17:13:09,closed,,lwasser,United States,staff,python-package-guide,pulls
"Final series lessons - pyproject, code of conduct & license files",2024-02-13 23:26:14,closed,"new-content, 🚀 ready-for-review, bug-bash",lwasser,United States,staff,python-package-guide,pulls
Fix: typos throughout the packaging build page and add targets to docs,2024-01-30 18:08:57,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: use hatch for workflow,2024-01-29 23:21:07,closed,,lwasser,United States,staff,python-package-guide,pulls
Add: conda-forge publication tutorials,2024-01-29 19:27:30,closed,"🚀 ready-for-review, bug-bash",lwasser,United States,staff,python-package-guide,pulls
Add: readme file tutorial to packaging 101 series,2024-01-25 19:52:32,closed,,lwasser,United States,staff,python-package-guide,pulls
"DRAFT: readme, pyproject, license trifecta",2024-01-25 19:48:58,closed,,lwasser,United States,staff,python-package-guide,pulls
DRAFT: Tutorial pyprojectoml,2024-01-24 19:51:21,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: missing link to publish pypi lesson in  current landing page,2024-01-24 00:23:33,closed,,lwasser,United States,staff,python-package-guide,pulls
Add tutorials draft,2024-01-24 00:01:54,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: logo on readme,2024-01-20 02:07:37,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: readme file updates,2024-01-20 01:57:48,closed,,lwasser,United States,staff,python-package-guide,pulls
Enh: add glossary,2024-01-19 22:42:20,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix links,2024-01-16 22:07:32,closed,,hugovk,"Helsinki, Finland",staff,python-package-guide,pulls
Add: new page overviewing CI ,2024-01-16 19:03:01,open,"enhancement-feature, draft",lwasser,United States,staff,python-package-guide,pulls
ENH: Publish your python package to PyPI,2024-01-12 02:32:03,closed,"🚀 ready-for-review, bug-bash",lwasser,United States,staff,python-package-guide,pulls
Fix: update project name and make year automated,2024-01-11 01:10:57,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: try to fix cards and also update contrib file,2024-01-10 21:22:21,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: social cards broken,2024-01-09 22:11:09,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: minor fixes in install code lesson,2024-01-09 17:09:49,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: circle ci redirect build,2024-01-09 02:22:50,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: redirect still has incorrect info,2024-01-08 22:19:17,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: book redirect build needs secret,2024-01-08 21:46:01,closed,,lwasser,United States,staff,python-package-guide,pulls
"Minor fix to ""features"" table formatting",2024-01-06 00:08:03,closed,,brews,"Oakland, CA",staff,python-package-guide,pulls
Fix: update homepage nav,2024-01-05 22:19:08,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: a few fixes to support the new theme and also updated cards,2024-01-05 22:01:43,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: sitemap url is wrong,2024-01-05 03:10:53,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: sitemap baseurl,2024-01-05 02:54:55,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: update zenodo file for new release,2024-01-04 17:50:41,closed,,lwasser,United States,staff,python-package-guide,pulls
Enh: Add tests pages - run tests in ci and locally to guide,2024-01-03 22:37:16,closed,enhancement-feature,lwasser,United States,staff,python-package-guide,pulls
ENH: Tutorial - Python Packaging - How to make your code installable,2024-01-03 21:54:29,closed,"new-content, bug-bash",lwasser,United States,staff,python-package-guide,pulls
Fix: more styles fixes,2024-01-03 21:34:16,closed,,lwasser,United States,staff,python-package-guide,pulls
Fix: fix overwritten card edits,2024-01-03 21:13:52,closed,,lwasser,United States,staff,python-package-guide,pulls
Bad link: 2i2c cloud native formats link,2024-07-22 16:30:16,open,,lwasser,United States,staff,software-peer-review,issues
Is the process for updating tag up-to-date?,2024-07-02 11:50:59,open,,NimaSarajpoor,,staff,software-peer-review,issues
"Add wording for adding, removing labels for package issues",2024-06-28 16:27:35,open,,yeelauren,,staff,software-peer-review,issues
Switch url to pyopensci from tinyurl,2024-06-27 23:32:45,closed,,sneakers-the-rat,,staff,software-peer-review,issues
Host review status badge at pyopensci.org,2024-06-27 21:23:42,open,,sneakers-the-rat,,staff,software-peer-review,issues
ENH: updates to editor & reviewer onboarding pages,2024-06-13 20:29:30,closed,,lwasser,United States,staff,software-peer-review,issues
We need more clear language around author submission and adding new features,2024-06-13 16:25:18,open,,lwasser,United States,staff,software-peer-review,issues
UPDATES: editor recruitment and onboarding,2024-05-31 14:56:46,closed,dont merge,kierisi,"Chicago, IL",staff,software-peer-review,issues
Add instruction on when to add org label,2024-05-23 17:19:14,open,,pllim,"Baltimore, MD, USA",staff,software-peer-review,issues
Fix broken link in reviewer guide.,2024-05-01 20:45:20,closed,,ctb,"Davis, CA",staff,software-peer-review,issues
Add become-a-reviewer link to the Guide for reviewers,2024-04-07 11:16:50,closed,,xuanxu,Madrid,staff,software-peer-review,issues
Fix: update governance --> handbook,2024-04-04 19:33:16,closed,,lwasser,United States,staff,software-peer-review,issues
Fix: update scope criteria for analytics packages,2024-03-28 23:33:44,closed,reviews-welcome,lwasser,United States,staff,software-peer-review,issues
"Add ""how to become reviewer"" on top of ""Guide for Reviewers"" page",2024-03-06 21:43:41,closed,"help wanted, sprintable",pllim,"Baltimore, MD, USA",staff,software-peer-review,issues
UPDATE: align EIC Guide tasks with GitHub labels,2024-02-26 17:35:14,closed,,kierisi,"Chicago, IL",staff,software-peer-review,issues
docs (peer-review): Remove changing website in authors' post review task,2024-02-21 17:20:31,closed,,Batalex,,staff,software-peer-review,issues
Fix: Update actions to the most current versions,2024-02-21 11:48:55,closed,,xuanxu,Madrid,staff,software-peer-review,issues
Astropy Partnership: TODO list,2024-02-20 20:42:57,closed,,lwasser,United States,staff,software-peer-review,issues
Remove mention of making changes to the website in the post-review tasks for the author,2024-02-17 12:00:35,closed,,Batalex,,staff,software-peer-review,issues
Astropy and pre-submission inquiry,2024-02-14 20:12:14,closed,,pllim,"Baltimore, MD, USA",staff,software-peer-review,issues
Fix: port styles from packaging guide over,2024-02-12 23:34:01,closed,,lwasser,United States,staff,software-peer-review,issues
Fix: review the partnership page,2024-02-12 23:24:06,closed,,lwasser,United States,staff,software-peer-review,issues
Fix: pin pydata sphinx to get left side bar nav back,2024-01-17 00:33:40,closed,,lwasser,United States,staff,software-peer-review,issues
Fix: readme logo,2024-01-17 00:22:03,closed,,lwasser,United States,staff,software-peer-review,issues
Fix: fix redirect action for previous,2024-01-09 16:10:42,closed,,lwasser,United States,staff,software-peer-review,issues
Switch url to pyopensci from tinyurl,2024-06-27 23:32:45,closed,,sneakers-the-rat,,contributor,software-peer-review,pulls
ENH: updates to editor & reviewer onboarding pages,2024-06-13 20:29:30,closed,,lwasser,United States,staff,software-peer-review,pulls
UPDATES: editor recruitment and onboarding,2024-05-31 14:56:46,closed,dont merge,kierisi,"Chicago, IL",staff,software-peer-review,pulls
Fix broken link in reviewer guide.,2024-05-01 20:45:20,closed,,ctb,"Davis, CA",staff,software-peer-review,pulls
Add become-a-reviewer link to the Guide for reviewers,2024-04-07 11:16:50,closed,,xuanxu,Madrid,staff,software-peer-review,pulls
Fix: update governance --> handbook,2024-04-04 19:33:16,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: update scope criteria for analytics packages,2024-03-28 23:33:44,closed,reviews-welcome,lwasser,United States,staff,software-peer-review,pulls
UPDATE: align EIC Guide tasks with GitHub labels,2024-02-26 17:35:14,closed,,kierisi,"Chicago, IL",staff,software-peer-review,pulls
docs (peer-review): Remove changing website in authors' post review task,2024-02-21 17:20:31,closed,,Batalex,,staff,software-peer-review,pulls
Fix: Update actions to the most current versions,2024-02-21 11:48:55,closed,,xuanxu,Madrid,staff,software-peer-review,pulls
Fix: port styles from packaging guide over,2024-02-12 23:34:01,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: review the partnership page,2024-02-12 23:24:06,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: pin pydata sphinx to get left side bar nav back,2024-01-17 00:33:40,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: readme logo,2024-01-17 00:22:03,closed,,lwasser,United States,staff,software-peer-review,pulls
Fix: fix redirect action for previous,2024-01-09 16:10:41,closed,,lwasser,United States,staff,software-peer-review,pulls
feat: Add after date to api call ,2024-08-18 00:53:36,closed,,lwasser,United States,staff,pyosMeta,issues
Add: additional repos to parse contributors,2024-08-15 22:32:53,closed,,lwasser,United States,staff,pyosMeta,issues
Release 1.3.5,2024-08-15 20:52:46,closed,,lwasser,United States,staff,pyosMeta,issues
Edge Case where one review may be overwritten by another (presubmission),2024-08-15 00:06:27,open,,lwasser,United States,staff,pyosMeta,issues
feat: support for issues ++ prs ✨  in pyosmeta,2024-08-14 22:59:52,closed,,lwasser,United States,staff,pyosMeta,issues
Add unit test file for file_io.py,2024-08-03 01:03:50,closed,maintenance,willingc,San Diego,staff,pyosMeta,issues
Add unit tests using pytest for contributors module,2024-08-02 21:51:02,closed,maintenance,willingc,San Diego,staff,pyosMeta,issues
 ✨ Release v1.3.4 update changelog ✨ ,2024-08-01 23:20:38,closed,,lwasser,United States,staff,pyosMeta,issues
Relax codecov settings in CI,2024-08-01 20:17:55,closed,,willingc,San Diego,staff,pyosMeta,issues
Relax codecov settings for PR checks and merges,2024-08-01 19:49:53,closed,,willingc,San Diego,staff,pyosMeta,issues
Fix: model bug that i introduced,2024-08-01 17:27:26,closed,,lwasser,United States,staff,pyosMeta,issues
Release v1.3.4 ,2024-08-01 16:24:54,closed,help wanted,lwasser,United States,staff,pyosMeta,issues
fix: advisory_council should default to false,2024-08-01 16:17:34,closed,,lwasser,United States,staff,pyosMeta,issues
Update api endpoint test to check for any valid endpoint,2024-07-31 22:53:39,closed,,willingc,San Diego,staff,pyosMeta,issues
Make sure the get contributors workflow includes new repos,2024-07-14 01:22:09,closed,"help wanted, sprintable",lwasser,United States,staff,pyosMeta,issues
Edit .env-default file to correct syntax,2024-07-13 18:29:07,closed,,ehinman,"Madison, WI",staff,pyosMeta,issues
Update .env-default file for configuring GitHub token,2024-07-13 18:25:42,closed,,ehinman,"Madison, WI",staff,pyosMeta,issues
"In CONTRIBUTING.md, add more specifics on configuring API token",2024-07-13 18:00:48,open,"documentation, good first issue, help wanted",ehinman,"Madison, WI",staff,pyosMeta,issues
Fix: fix label parsing,2024-07-13 03:46:26,closed,,lwasser,United States,staff,pyosMeta,issues
[bug / feature] : challenges pulling all review issues from our pyos meta package,2024-07-12 14:57:30,closed,"help wanted, sprintable",lwasser,United States,staff,pyosMeta,issues
[usability] ProcessIssues.parse_issues(issues) should have a print / count indicator so we know it's doing something,2024-07-12 14:48:22,open,"good first issue, help wanted, sprintable, python-code",lwasser,United States,staff,pyosMeta,issues
Release 1.3.2 -- this should fix our current build problems!! ,2024-07-12 06:34:01,closed,,lwasser,United States,staff,pyosMeta,issues
get labels from issue metadata,2024-07-12 03:32:30,closed,,sneakers-the-rat,,staff,pyosMeta,issues
Add: Review model should include labels (OR is there a better way to access labels)? ,2024-07-12 02:56:02,closed,,lwasser,United States,staff,pyosMeta,issues
fix parsing of partnerships,2024-07-12 02:41:21,closed,,sneakers-the-rat,,staff,pyosMeta,issues
bug: Problem with how partners field is parsed + tests,2024-07-11 16:33:38,closed,"bug, help wanted, sprintable, python-code",lwasser,United States,staff,pyosMeta,issues
Add: CI test that runs all open reviews (maybe weekly) to identify issues before we accept a package,2024-07-04 20:16:44,open,"help wanted, sprintable",lwasser,United States,staff,pyosMeta,issues
Fix: add emeritus_Advisory field,2024-07-04 20:09:07,closed,,lwasser,United States,staff,pyosMeta,issues
Add: emeritus_advisory to person model,2024-07-04 19:37:43,closed,,lwasser,United States,staff,pyosMeta,issues
Docs: Create starter sphinx docs for pyosMeta package,2024-07-04 18:45:26,open,"documentation, help wanted, sprintable",lwasser,United States,staff,pyosMeta,issues
[pyosmeta] Add DEVELOPMENT documentation for development and release for the pyosMeta package.  (supports peer review metadata),2024-07-04 18:43:17,open,"good first issue, help wanted, sprintable",lwasser,United States,staff,pyosMeta,issues
Date/time consistency issues in our peer review data processing workflow,2024-07-04 18:31:44,open,"help wanted, sprintable, python-code",lwasser,United States,staff,pyosMeta,issues
[Release] v0.1.7 -- pyosMeta,2024-07-04 18:05:59,closed,,lwasser,United States,staff,pyosMeta,issues
Fix update-contributors handling of missing github_username,2024-07-03 13:09:36,closed,,blink1073,,staff,pyosMeta,issues
Fix sigstore job,2024-07-03 11:53:32,closed,"maintenance, automation",blink1073,,staff,pyosMeta,issues
"Refactor issue parser - lifecycle methods, use pydantic models, support reviewer lists",2024-07-03 03:03:36,closed,,sneakers-the-rat,,staff,pyosMeta,issues
Support new review template format - process both reviewers list and eic,2024-07-02 19:13:27,closed,help wanted,lwasser,United States,staff,pyosMeta,issues
Fix: we changed the label names,2024-07-02 18:44:10,closed,,lwasser,United States,staff,pyosMeta,issues
Sigstore signature - seems to be failing,2024-07-02 18:15:32,closed,"bug, help wanted",lwasser,United States,staff,pyosMeta,issues
Test cli on pull requests,2024-07-01 20:07:25,closed,,blink1073,,staff,pyosMeta,issues
Broken build - yet again,2024-07-01 16:29:29,closed,,lwasser,United States,staff,pyosMeta,issues
Fix undeclared fix_indent,2024-07-01 16:04:49,closed,,pllim,"Baltimore, MD, USA",staff,pyosMeta,issues
[pyos meta repo] Use GitHub Artifact Attestations,2024-06-27 15:42:31,open,,blink1073,,staff,pyosMeta,issues
Adopt ruff,2024-06-25 00:59:08,closed,,blink1073,,staff,pyosMeta,issues
Delete test-run script.yml,2024-06-11 01:14:00,closed,"help wanted, sprintable",lwasser,United States,staff,pyosMeta,issues
Create:  add-help-wanted workflow to add tagged issues to project board,2024-06-07 17:41:32,closed,,lwasser,United States,staff,pyosMeta,issues
Add: help-wanted label action,2024-06-05 20:49:37,closed,,lwasser,United States,staff,pyosMeta,issues
Sign pypi releases using sigstore,2024-05-25 15:43:23,closed,,blink1073,,staff,pyosMeta,issues
ENH: update project board script,2024-05-19 22:23:46,closed,,lwasser,United States,staff,pyosMeta,issues
Fix: bug in github username for reviewers),2024-05-07 21:12:47,closed,,lwasser,United States,staff,pyosMeta,issues
Add ruff to precommit config,2024-05-03 01:06:15,closed,"help wanted, sprintable, automation",willingc,San Diego,staff,pyosMeta,issues
Fix: link to COC,2024-04-04 19:45:50,closed,,lwasser,United States,staff,pyosMeta,issues
Add changelog for v0.2.4,2024-03-29 18:24:12,closed,release,willingc,San Diego,staff,pyosMeta,issues
[pyos meta repo] Sign pypi releases using sigstore,2024-03-26 23:08:11,closed,"help wanted, sprintable, automation",lwasser,United States,staff,pyosMeta,issues
Fix: separate build and publish steps in CI,2024-03-26 23:02:12,closed,,lwasser,United States,staff,pyosMeta,issues
Prep March 2024 release,2024-03-26 19:45:23,closed,release,willingc,San Diego,staff,pyosMeta,issues
Add: tests for pagination and rate limiting,2024-03-20 23:46:05,open,"help wanted, sprintable",lwasser,United States,staff,pyosMeta,issues
Fix: small bug - forgot to update last script,2024-03-20 23:27:37,closed,,lwasser,United States,staff,pyosMeta,issues
Future: make sure we support eic field,2024-03-19 22:00:04,closed,enhancement,lwasser,United States,staff,pyosMeta,issues
Add: pagination support for issue requests,2024-03-19 19:55:09,closed,,lwasser,United States,staff,pyosMeta,issues
Fix: make sure issue parsing supports pagination,2024-03-19 19:34:17,closed,,lwasser,United States,staff,pyosMeta,issues
Fix: refactor github methods out of contributor mod,2024-03-18 22:57:01,closed,,lwasser,United States,staff,pyosMeta,issues
Fix: add partners to contributors,2024-03-12 20:24:38,closed,,lwasser,United States,staff,pyosMeta,issues
Fix tests2,2024-03-12 19:42:54,closed,,lwasser,United States,staff,pyosMeta,issues
New field for contributors - emeritus_editorial: true ,2024-03-12 16:41:47,closed,,lwasser,United States,staff,pyosMeta,issues
Fix: Move all of the github things to a new module for easier maintenance,2024-03-09 19:54:49,closed,refactor,lwasser,United States,staff,pyosMeta,issues
Fix: clean data accepted key,2024-03-09 01:29:01,closed,bug,lwasser,United States,staff,pyosMeta,issues
BUG: date for (one) review - 9/1/2022 instead of 09/01/2022,2024-03-09 01:22:17,open,bug,lwasser,United States,staff,pyosMeta,issues
BUG: date-accepted being removed from current build,2024-03-08 22:41:18,closed,bug,lwasser,United States,staff,pyosMeta,issues
Update github actions to resolve nodejs 16 warnings,2024-03-08 19:49:14,closed,maintenance,willingc,San Diego,staff,pyosMeta,issues
Split utilities test file into two to match the source files,2024-03-08 19:27:45,closed,"maintenance, refactor",willingc,San Diego,staff,pyosMeta,issues
Refactor cleaning utility input names to be consistent and update docstrings,2024-03-08 19:02:07,closed,"maintenance, refactor",willingc,San Diego,staff,pyosMeta,issues
Refactor: Move all github things to new GitHub object,2024-03-08 14:10:09,closed,refactor,lwasser,United States,staff,pyosMeta,issues
Add tests utils,2024-03-08 01:36:01,closed,,lwasser,United States,staff,pyosMeta,issues
Fix: rename util modules,2024-03-08 01:23:16,closed,,lwasser,United States,staff,pyosMeta,issues
Add tests for utils module methods,2024-03-08 01:21:58,closed,maintenance,lwasser,United States,staff,pyosMeta,issues
Move `parse_user_names` to a new file called `parse_utils`,2024-03-08 00:26:13,closed,refactor,willingc,San Diego,staff,pyosMeta,issues
Fix: refactor and reorganize modules,2024-03-07 23:40:46,closed,refactor,lwasser,United States,staff,pyosMeta,issues
Fix: parse up to 100 issues in a request,2024-03-07 16:47:06,closed,,lwasser,United States,staff,pyosMeta,issues
Announce 0.2.3 on our Slack/Discourse: @lwasser,2024-03-01 22:42:20,closed,documentation,willingc,San Diego,staff,pyosMeta,issues
Fix: README on PyPI displaying out of date version,2024-03-01 22:41:04,closed,bug,willingc,San Diego,staff,pyosMeta,issues
February 2024 changelog,2024-02-29 17:30:25,closed,,willingc,San Diego,staff,pyosMeta,issues
