title,item_opened_by,current_status,labels,created_by,location,contrib_type,repo,type
Fix fonts: try 3,2022-10-17 23:30:46,closed,,lwasser,United States,staff,pyopensci.github.io,issues
STYLE: Fix header issue remove extra spaces,2022-10-17 22:04:24,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Update package info in package.yml file to support new website view. ,2022-10-17 21:15:08,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Peer review redesign,2022-10-12 21:56:58,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Create build to grab information for packages,2022-10-12 19:01:59,closed,help wanted,lwasser,United States,staff,pyopensci.github.io,issues
Add Dropdowns to pyos website,2022-10-10 22:32:03,closed,,lwasser,United States,staff,pyopensci.github.io,issues
"How are packages listed on the website: add docs link, version, code repo link (the health check is awesome we just can't do that yet)",2022-10-04 19:00:22,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Bad link fixing typo,2022-10-04 16:55:07,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Categories and tags,2022-10-03 18:29:56,open,"enhancement, :sparkles: community feedback welcome :sparkles:, feature:theme",lwasser,United States,staff,pyopensci.github.io,issues
MISSING: link to sign up to review ,2022-09-28 22:49:25,closed,,lwasser,United States,staff,pyopensci.github.io,issues
"CI: add ci action to build site and run html proofer to check for links, alt tags etc (accessibility)",2022-09-28 14:29:16,closed,,lwasser,United States,staff,pyopensci.github.io,issues
BLOG: editorial board updates-call for editors,2022-09-27 17:09:28,closed,,lwasser,United States,staff,pyopensci.github.io,issues
CODE: redo of community page and added advisory,2022-09-26 20:10:23,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Create content page on cookie cutter recommendations,2022-09-22 17:04:48,closed,,lwasser,United States,staff,pyopensci.github.io,issues
CI to build site,2022-09-19 21:17:23,closed,help wanted,lwasser,United States,staff,pyopensci.github.io,issues
BUG: CSS incorrect width spacing fix,2022-09-19 21:16:10,closed,,lwasser,United States,staff,pyopensci.github.io,issues
switch site to sphinx + myst-parser?,2022-09-19 20:18:38,closed,question,NickleDave,Charm City,contributor,pyopensci.github.io,issues
Packages page and peer review updates,2022-09-19 19:42:10,closed,,lwasser,United States,staff,pyopensci.github.io,issues
We use all contributors i think in this repo but it hasn't been updating. why?,2022-09-16 18:54:45,closed,help wanted,lwasser,United States,staff,pyopensci.github.io,issues
Add SimonMolinsky (Szymon Molinski) to contributors,2022-09-16 06:43:44,closed,,SimonMolinsky,"Helsinki, Finland",contributor,pyopensci.github.io,issues
Collecting home page feedback here!!,2022-09-15 17:27:57,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Splash 2022,2022-09-14 22:52:53,closed,,lwasser,United States,staff,pyopensci.github.io,issues
2022 new ed,2022-09-12 22:21:17,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Adding a few links to the blog,2022-09-12 21:34:32,closed,,lwasser,United States,staff,pyopensci.github.io,issues
add empty blog so there is a link,2022-09-12 15:02:22,closed,,lwasser,United States,staff,pyopensci.github.io,issues
new ed blog pyos updates sept 2022,2022-09-11 00:59:47,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Sept 2022 blog - updates,2022-09-10 21:46:42,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Add Julius Busecke to contributors,2022-09-08 20:15:24,closed,,jbusecke,"Brooklyn, New York",contributor,pyopensci.github.io,issues
Add PyGMT,2022-09-06 22:07:47,closed,,weiji14,Lisbon,contributor,pyopensci.github.io,issues
update edgarriba contributor info,2022-09-02 09:00:02,closed,,edgarriba,"Barcelona, Spain",contributor,pyopensci.github.io,issues
update sevivi contributors,2022-09-02 06:36:50,closed,,pmeier,Germany,contributor,pyopensci.github.io,issues
Add reviwer to contributors,2022-01-10 19:02:45,closed,,AlexS12,Madrid (Spain),contributor,pyopensci.github.io,issues
Update contributors.yml,2022-01-10 18:08:56,closed,,arthur-e,"Missoula, MT",contributor,pyopensci.github.io,issues
Update packages.yml,2022-01-10 14:27:01,closed,,arianesasso,"Berlin, Germany",contributor,pyopensci.github.io,issues
fix indent on line 337 of contributors.yml,2021-09-18 01:42:33,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,issues
fix indent on line 337 of contributors.yml,2021-09-18 01:38:11,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,issues
"Add Physcraper, snacktavish and LunaSare to pyOpenSci website",2021-09-16 23:17:15,closed,,snacktavish,,contributor,pyopensci.github.io,issues
Add arianesasso,2021-08-24 13:11:52,closed,,arianesasso,"Berlin, Germany",contributor,pyopensci.github.io,issues
Add devicely,2021-08-24 13:07:04,closed,,arianesasso,"Berlin, Germany",contributor,pyopensci.github.io,issues
Setup Search Console,2021-06-03 16:40:06,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Broken link - package-review tag,2021-06-03 16:31:15,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Update contributors.yml,2021-05-13 15:47:45,closed,,mluerig,Sweden,contributor,pyopensci.github.io,issues
Update packages.yml,2021-05-13 15:40:03,closed,,mluerig,Sweden,contributor,pyopensci.github.io,issues
added ksielemann (reviewer) to contributors.yml,2021-05-07 06:35:58,closed,,ksielemann,,contributor,pyopensci.github.io,issues
Update contributors.yml,2021-04-30 20:44:17,closed,,JonnyTran,"Seattle, WA",contributor,pyopensci.github.io,issues
Adding openomics to the list of pyOpenSci packages,2021-04-27 18:23:01,closed,,JonnyTran,"Seattle, WA",contributor,pyopensci.github.io,issues
"Added pydov to package list, and the group of DOV-Vlaanderen as packa…",2021-02-19 11:31:30,closed,,pjhaest,Belgium,contributor,pyopensci.github.io,issues
certificate error when connecting to https://pyopensci.org,2020-11-14 05:17:43,closed,bug,tcaduser,"Austin, TX",contributor,pyopensci.github.io,issues
Add pmeier and edgarriba #55,2020-10-14 11:56:26,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,issues
add Philip Meier and Edgar Arriba as contributors,2020-10-14 11:43:59,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,issues
add pystiche to packages,2020-10-08 18:32:55,closed,,pmeier,Germany,contributor,pyopensci.github.io,issues
fix: Correct URL endpoints to pyOpenSci/contributing-guide,2020-10-02 17:03:45,closed,,matthewfeickert,"Denton, Texas",contributor,pyopensci.github.io,issues
"""review process and scope"" on homepage link 404's",2020-10-02 16:53:24,closed,,matthewfeickert,"Denton, Texas",contributor,pyopensci.github.io,issues
Add pyrolite,2020-06-08 03:00:44,closed,,morganjwilliams,"VIC, Australia",contributor,pyopensci.github.io,issues
add instructions for setting up dev environment for site to README,2020-05-21 18:13:58,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,issues
add dev instructions for website dev setup,2020-05-11 15:44:23,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Consider updating to sphinx for the website ,2020-04-30 17:55:39,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Add movingpandas post,2020-04-29 19:00:33,closed,,anitagraser,,contributor,pyopensci.github.io,issues
Add martinfleis as a reviewer,2020-04-09 09:15:41,closed,,martinfleis,Prague,contributor,pyopensci.github.io,issues
Entries for MovingPandas,2020-03-20 11:32:48,closed,,anitagraser,,contributor,pyopensci.github.io,issues
add post about mentoring,2020-03-15 15:54:06,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,issues
update svg to png file,2020-03-07 16:09:56,closed,,cosmicBboy,"Atlanta, GA, US",contributor,pyopensci.github.io,issues
update logo url location,2020-03-04 19:02:28,closed,,cosmicBboy,"Atlanta, GA, US",contributor,pyopensci.github.io,issues
Setup  CI testing of Website Build ,2019-12-12 18:38:03,closed,help wanted,lwasser,United States,staff,pyopensci.github.io,issues
Fix contributors page,2019-12-12 15:31:32,closed,,xuanxu,Madrid,contributor,pyopensci.github.io,issues
change external links in home.md to liquid tags,2019-12-06 01:29:19,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,issues
link to packages broken on front page,2019-12-05 19:22:18,closed,bug,NickleDave,Charm City,contributor,pyopensci.github.io,issues
Fix typo,2019-11-19 14:36:26,closed,,cosmicBboy,"Atlanta, GA, US",contributor,pyopensci.github.io,issues
minor fixes to flow/grammar,2019-11-18 18:05:29,closed,,cosmicBboy,"Atlanta, GA, US",contributor,pyopensci.github.io,issues
adding earthpy to website,2019-11-13 22:55:29,closed,,lwasser,United States,staff,pyopensci.github.io,issues
post/pandera,2019-11-09 22:26:56,closed,,cosmicBboy,"Atlanta, GA, US",contributor,pyopensci.github.io,issues
joss wording,2019-10-29 03:06:34,closed,,choldgraf,California,contributor,pyopensci.github.io,issues
Add jlpalomino to contributors.yml,2019-10-25 22:51:36,closed,,jlpalomino,,contributor,pyopensci.github.io,issues
Adding blog page to website!!,2019-10-25 16:59:57,closed,,lwasser,United States,staff,pyopensci.github.io,issues
updating language about joss and members,2019-10-24 15:17:26,closed,,choldgraf,California,contributor,pyopensci.github.io,issues
Update Contributor list,2019-10-17 19:51:53,closed,,lwasser,United States,staff,pyopensci.github.io,issues
update from master,2019-10-17 19:51:27,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Add pandera packages collection,2019-10-17 19:51:09,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Add Ivan Ogasawara as contributor.,2019-10-16 01:40:24,closed,,xmnlab,Earth,contributor,pyopensci.github.io,issues
Add contributors yml file,2019-10-10 19:16:48,closed,,lwasser,United States,staff,pyopensci.github.io,issues
add pandera to _packages,2019-10-04 03:05:46,closed,,cosmicBboy,"Atlanta, GA, US",contributor,pyopensci.github.io,issues
Very minor text updates to make it more clear how submission works,2019-10-01 19:45:43,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Add a package listing page to the website,2019-09-17 20:19:12,closed,,lwasser,United States,staff,pyopensci.github.io,issues
fixing formatting,2019-08-28 22:53:51,closed,,choldgraf,California,contributor,pyopensci.github.io,issues
adding custom types,2019-08-28 22:44:41,closed,,choldgraf,California,contributor,pyopensci.github.io,issues
Testing the all contributors bot,2019-08-23 16:19:15,closed,,choldgraf,California,contributor,pyopensci.github.io,issues
Add list of collaborators to website,2019-08-06 15:44:33,closed,,lwasser,United States,staff,pyopensci.github.io,issues
Add list of packages underreview and approved to website ,2019-08-06 15:43:07,closed,,lwasser,United States,staff,pyopensci.github.io,issues
SETUP Google Analytics for the website,2019-06-03 16:30:51,closed,help wanted,lwasser,United States,staff,pyopensci.github.io,issues
Fix Github link site footer,2019-03-19 00:34:57,closed,,leouieda,"São Paulo, Brazil",contributor,pyopensci.github.io,issues
Enh: add sponsor page,2023-12-31 19:57:07,open,"DO-NOT-MERGE, feature:content",kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
Enh: New volunteer page,2023-12-31 19:32:00,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
Fix: isotope styles cleanup + role fixes,2023-12-30 01:46:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add: links and fresh images to avoid redundancy,2023-12-30 00:28:23,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add: new blog post - czi funding announcement,2023-12-29 20:22:27,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: update contrib type so list includes editorial team,2023-12-27 20:15:33,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributor and review data,2023-12-27 19:49:11,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Fix: add Bane as editor,2023-12-27 19:43:43,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: link to community partners,2023-12-21 18:08:29,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add: lauren yee as new editor,2023-12-21 18:05:14,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributor and review data,2023-12-15 01:22:57,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update contributor and review data,2023-12-14 23:39:31,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update contributor and review data,2023-12-14 23:32:17,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Fix: my title doesn't say founder!,2023-12-14 18:27:24,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: partner page - align styles across pages,2023-12-04 23:25:23,closed,"high-priority, reviews-welcome",lwasser,United States,staff,pyopensci.github.io,pulls
FIX: Title edit for new community manager blog post,2023-11-29 22:10:08,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
Fix: add jesse to blog author list,2023-11-29 22:03:48,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
Remove html-proofer action and add lychee action for link checks,2023-11-22 01:16:57,closed,DO-NOT-MERGE,willingc,San Diego,contributor,pyopensci.github.io,pulls
Add CODEOWNERS file,2023-11-22 00:50:04,closed,,willingc,San Diego,contributor,pyopensci.github.io,pulls
Fix community page,2023-11-21 17:36:01,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Jesse intro blog post,2023-11-21 16:49:56,closed,,kierisi,"Chicago, IL",staff,pyopensci.github.io,pulls
Update advisory council,2023-11-20 23:28:49,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: peer review landing page,2023-11-20 23:19:41,closed,reviews-welcome,lwasser,United States,staff,pyopensci.github.io,pulls
Update openomics repository_url,2023-11-06 14:11:04,closed,,andrew,"Bristol, UK",contributor,pyopensci.github.io,pulls
Fix: update repository url for pystiche,2023-11-06 13:53:55,closed,,andrew,"Bristol, UK",contributor,pyopensci.github.io,pulls
Fix astartes repository link,2023-11-02 11:52:36,closed,,andrew,"Bristol, UK",contributor,pyopensci.github.io,pulls
ENH: new blog post - pyOpenSci @ RSE23 BoF,2023-10-31 17:01:31,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
pyOpenSci partners page - overview on website,2023-10-26 16:48:08,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: continue on error might work,2023-10-22 20:22:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix ci,2023-10-22 19:34:54,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: run pre-commit in action,2023-10-22 19:22:21,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributor and review data,2023-10-22 19:04:10,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Fix: pull job add so we don't get more apps,2023-10-03 22:03:23,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributor and review data,2023-09-15 01:18:08,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update contributor and review data,2023-09-12 00:21:06,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Add: dates to contrib list,2023-09-12 00:07:18,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Feat: add counts editors and maintainers filter,2023-09-11 22:59:39,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add: new job add for com manager,2023-09-11 15:23:03,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix typos on front page,2023-09-10 23:27:59,closed,,eliotwrobson,"Urbana, IL",contributor,pyopensci.github.io,pulls
Update contributor and review data,2023-08-20 18:44:33,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
fix: rename cli scripts for pyos meta,2023-08-20 18:41:09,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix contribs,2023-08-14 17:38:05,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Cleanup: remove old broken workflows,2023-08-11 20:49:41,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributor and review data,2023-07-29 00:30:36,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Fix precommit yaml syntax,2023-07-28 23:50:59,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributor and review data,2023-07-28 23:46:43,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Fix: run precommit in the update action,2023-07-28 23:43:21,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributor and review data,2023-07-28 23:12:17,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update contributor and review data,2023-07-28 22:45:49,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update contributor and review data,2023-07-28 22:35:41,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Fix: add package review link and automate sorting,2023-07-28 21:39:43,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update packages.yml,2023-07-27 18:04:15,closed,,SultanOrazbayev,Kazakhstan,contributor,pyopensci.github.io,pulls
Update contributor and review data,2023-07-27 16:37:03,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Add new workflow dispatch to force update all data,2023-07-27 16:30:13,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributor and review data,2023-07-27 00:41:06,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Adjust timing of cron job for contrib build,2023-07-27 00:35:28,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributor and review data,2023-07-26 23:37:47,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Reinstate old working job,2023-07-26 21:14:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Edit the README for first-time contributors,2023-07-24 00:56:54,closed,,willingc,San Diego,contributor,pyopensci.github.io,pulls
Fix workflow,2023-07-19 00:24:36,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
New Blog: adventures at Scipy 2023,2023-07-18 19:18:42,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
CI Remove the URL check in the artifact redirector,2023-07-18 18:58:24,closed,,thomasjpfan,New York City,contributor,pyopensci.github.io,pulls
DO NOT MERGE - testing CircleCI,2023-07-18 18:49:38,closed,,thomasjpfan,New York City,contributor,pyopensci.github.io,pulls
update jonny saunders in contributors.yml,2023-07-17 21:34:56,closed,,sneakers-the-rat,,contributor,pyopensci.github.io,pulls
Add md files for redirects from broken links,2023-07-16 17:17:02,closed,,rickynilsson,"Los Angeles, CA",contributor,pyopensci.github.io,pulls
added bibat and taxpasta to recently added packages section,2023-07-16 16:10:52,closed,,klmcadams,,contributor,pyopensci.github.io,pulls
CI Enable CircleCI redirector for PRs,2023-07-16 15:08:21,closed,,thomasjpfan,New York City,contributor,pyopensci.github.io,pulls
Update new contributors,2023-07-16 01:00:34,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Fix - new contrib missing keys,2023-07-16 00:57:52,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
CI Ignore contributor webites in htmlproofer,2023-07-15 23:45:29,closed,,thomasjpfan,New York City,contributor,pyopensci.github.io,pulls
CI Fixes circleci blog generation,2023-07-15 22:44:32,closed,,thomasjpfan,New York City,contributor,pyopensci.github.io,pulls
CI Enable CircleCI to build docs to be avalible in PRs,2023-07-15 21:03:19,closed,,thomasjpfan,New York City,contributor,pyopensci.github.io,pulls
add update workflow for packages,2023-07-15 19:10:04,closed,,msarahan,"Austin, TX",contributor,pyopensci.github.io,pulls
add update workflow for packages,2023-07-15 15:25:43,closed,,msarahan,"Austin, TX",contributor,pyopensci.github.io,pulls
Adjusts CSS to not hide the logo when the dropdox is visible,2023-07-15 15:17:06,closed,,thomasjpfan,New York City,contributor,pyopensci.github.io,pulls
Update contributors.yml,2023-07-14 22:05:28,closed,,szhorvat,Iceland,contributor,pyopensci.github.io,pulls
Update new contributors,2023-07-12 15:07:53,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Add bibat to packages.yml and Teddy Groves to contributors.yml,2023-07-07 13:25:46,closed,,teddygroves,,contributor,pyopensci.github.io,pulls
Add taxpasta to website packages,2023-07-05 16:40:26,closed,,Midnighter,"Copenhagen, Denmark",contributor,pyopensci.github.io,pulls
Update new contributors,2023-07-01 01:14:13,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
More mobile fixes,2023-06-23 19:17:48,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: mobile styles tweaks,2023-06-23 16:33:47,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
FEAT: Community package listing pages for astropy + SunPy,2023-06-22 14:48:45,open,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix nav and search bar css issues,2023-06-19 16:51:52,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Minor fix - add mentored sprints link,2023-06-15 19:18:37,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Pycon23 second blog post,2023-06-15 16:23:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update new contributors,2023-06-14 17:27:18,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Fix: new favicon and optimize codespell,2023-06-14 15:57:13,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: setup metadata update as cron,2023-06-13 21:03:19,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add: pycon 2023 david lightning talk blog,2023-06-13 20:53:15,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Breakout of mm theme and update home page,2023-06-13 17:56:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
"Fix: highlighted packages, editor grid css",2023-06-08 20:21:34,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update new contributors,2023-06-06 15:40:42,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update: move afscgap to top,2023-06-06 15:39:01,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update: Jonny's contrib info on the website,2023-06-04 17:48:14,closed,,JonnyTran,"Seattle, WA",contributor,pyopensci.github.io,pulls
Update new contributors,2023-06-02 23:41:13,closed,,github-actions[bot],,contributor,pyopensci.github.io,pulls
Update: Jonny's contrib info on the website (might need a fresh PR),2023-06-01 17:26:03,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update: Meenal --> full editor ✨ ,2023-06-01 15:32:06,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update contributors.yml for afscgap,2023-05-31 18:54:26,closed,,sampottinger,,contributor,pyopensci.github.io,pulls
Add afscgap to packages.yaml,2023-05-31 18:42:48,closed,,sampottinger,,contributor,pyopensci.github.io,pulls
Add: test action install pyosmeta,2023-05-26 22:37:44,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: update contribs list,2023-05-26 21:30:19,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
New config,2023-05-25 00:07:13,closed,,crazy4pi314,"Seattle, WA",contributor,pyopensci.github.io,pulls
Add Juanita's introductory blogpost,2023-05-20 21:37:22,closed,,juanis2112,"Santa Cruz, California",contributor,pyopensci.github.io,pulls
"Add missing doc links to Devicely, Jointly and Pystiche",2023-05-13 20:40:56,closed,,juanis2112,"Santa Cruz, California",contributor,pyopensci.github.io,pulls
"Fix: remove ""asd"" characters from packaging submission name",2023-05-07 23:40:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: remove www. from github url as it's returning a 301,2023-05-05 00:59:44,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: broken link in moving pandas blog,2023-05-05 00:51:18,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix Packages Page Listing Missing Maintainer,2023-04-28 02:33:13,closed,,bbulpett,Gotham,contributor,pyopensci.github.io,pulls
✨ Update: contributor list from pycon event,2023-04-24 17:14:31,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: isotope grid on mobile,2023-04-19 15:18:12,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: run precommit on website files,2023-04-18 22:52:27,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add: Update logo on website + new editors on team! ✨ ,2023-04-18 22:34:17,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: ensure newer contributors are at the top,2023-04-16 14:04:54,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: pynteny spelling,2023-04-13 22:47:56,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update: new contributors across all repositories,2023-04-13 21:01:20,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update: contribs across repos,2023-04-13 20:36:06,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add missing crowsetta reviewers,2023-04-13 18:47:34,closed,,cmarmo,,contributor,pyopensci.github.io,pulls
Add xclim package details,2023-04-12 17:54:52,closed,,Zeitsperre,"Montreal, Canada",contributor,pyopensci.github.io,pulls
Add Agustina information in contributors.yml file,2023-04-11 23:37:05,closed,,aguspesce,"British Columbia, Canada",contributor,pyopensci.github.io,pulls
Add crowsetta docs + citation links to packages.yml,2023-04-06 15:46:55,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,pulls
Add: pradyun to advisory council,2023-04-05 23:49:22,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Blog: add flit blog / overview,2023-04-04 20:38:55,open,,lwasser,United States,staff,pyopensci.github.io,pulls
Tutorial[new]: intro to python typing,2023-04-04 20:35:16,open,,lwasser,United States,staff,pyopensci.github.io,pulls
Add crowsetta in packages and in contributors,2023-03-29 13:14:12,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,pulls
Update contributors.yml,2023-03-29 01:22:19,closed,,rhine3,"Pittsburgh, PA, USA",contributor,pyopensci.github.io,pulls
Fix: header typo,2023-03-23 19:36:25,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add isotope code to site,2023-03-23 16:22:31,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add: packaging blog and close down job ad,2023-03-22 19:19:12,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add: inessa to advisory council,2023-03-21 23:54:49,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix mobile styles,2023-03-18 00:51:30,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update packages.yml,2023-03-11 20:56:29,closed,,Robaina,Atlantic Ocean,contributor,pyopensci.github.io,pulls
Add: matomo analytics to website,2023-03-01 17:17:28,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add: new contributors to website,2023-03-01 00:21:57,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Update packages.yml,2023-02-09 11:53:47,closed,,arianesasso,"Berlin, Germany",contributor,pyopensci.github.io,pulls
docs: Add batalex to editors in contributors.yml,2023-02-02 10:21:31,closed,,Batalex,,contributor,pyopensci.github.io,pulls
Add: update get involved page,2023-01-31 01:26:23,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add: job posting for comm manager,2023-01-26 20:55:17,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: add link back to mastodon for validation,2023-01-25 01:11:31,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: links and add packages to editor lists + remove sort,2023-01-24 19:12:23,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add Chiara (myself... :) ) to editors,2023-01-24 03:55:10,closed,,cmarmo,,contributor,pyopensci.github.io,pulls
Add: Yuvi as advisory council - Add myself 🎉 ,2023-01-18 21:34:17,closed,,yuvipanda,,contributor,pyopensci.github.io,pulls
"Fix: Update contributors, broken links and css fix ✨ ",2023-01-18 00:42:44,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix: redirect pages in new peer review guide layout,2023-01-18 00:41:50,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
ADD: redirect for coc,2022-11-22 20:55:25,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
FEAT: add editorial board back and move packages to grid template,2022-11-21 17:59:01,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Peer review redesign,2022-11-21 17:31:09,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fill out social block for David N. in contributors.yml,2022-11-11 03:15:29,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,pulls
Adding my info in the contributors.yml,2022-11-09 13:25:44,closed,,ocefpaf,"Florianópolis, SC",contributor,pyopensci.github.io,pulls
INFRA: fix and cleanup community grid,2022-11-08 23:22:11,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
CONTENT: fix landing page link to peer review,2022-11-08 20:15:48,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
