title,item_opened_by,current_status,labels,created_by,location,contrib_type,repo,type
Add redirects to site and custom 404,2022-11-08 12:18:39,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add drop downs & redirects to pyos,2022-11-07 23:54:06,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
CONTENT: two new blogs on package health ,2022-11-03 16:17:58,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
INFRA: Build site on PR & fix links throughout,2022-11-03 14:07:27,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
CONTENT: Fix link to author-guide in python-packages.md,2022-11-02 21:23:20,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,pulls
Add .circleci/config.yml,2022-10-24 22:04:36,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
BLOG: why metrics matter and package health,2022-10-24 15:12:10,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
BLOG: why FOSS matters to science,2022-10-24 13:17:42,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
"INFRA: ignore fonts url, small style changes and add comments",2022-10-19 17:53:46,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
BLOG: python package health and some style updates,2022-10-18 21:05:45,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Fix fonts: try 3,2022-10-17 23:30:46,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
STYLE: Fix header issue remove extra spaces,2022-10-17 22:04:24,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Peer review redesign,2022-10-12 21:56:58,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add Dropdowns to pyos website,2022-10-10 22:32:03,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Bad link fixing typo,2022-10-04 16:55:07,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
"CI: add ci action to build site and run html proofer to check for links, alt tags etc (accessibility)",2022-09-28 14:29:16,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
BLOG: editorial board updates-call for editors,2022-09-27 17:09:28,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
CODE: redo of community page and added advisory,2022-09-26 20:10:23,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
BUG: CSS incorrect width spacing fix,2022-09-19 21:16:10,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Packages page and peer review updates,2022-09-19 19:42:10,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add SimonMolinsky (Szymon Molinski) to contributors,2022-09-16 06:43:44,closed,,SimonMolinsky,"Helsinki, Finland",contributor,pyopensci.github.io,pulls
Splash 2022,2022-09-14 22:52:53,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
2022 new ed,2022-09-12 22:21:17,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Adding a few links to the blog,2022-09-12 21:34:32,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
add empty blog so there is a link,2022-09-12 15:02:22,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
new ed blog pyos updates sept 2022,2022-09-11 00:59:47,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Sept 2022 blog - updates,2022-09-10 21:46:42,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add Julius Busecke to contributors,2022-09-08 20:15:24,closed,,jbusecke,"Brooklyn, New York",contributor,pyopensci.github.io,pulls
Add PyGMT,2022-09-06 22:07:47,closed,,weiji14,Lisbon,contributor,pyopensci.github.io,pulls
update edgarriba contributor info,2022-09-02 09:00:02,closed,,edgarriba,"Barcelona, Spain",contributor,pyopensci.github.io,pulls
update sevivi contributors,2022-09-02 06:36:50,closed,,pmeier,Germany,contributor,pyopensci.github.io,pulls
Add reviwer to contributors,2022-01-10 19:02:45,closed,,AlexS12,Madrid (Spain),contributor,pyopensci.github.io,pulls
Update contributors.yml,2022-01-10 18:08:56,closed,,arthur-e,"Missoula, MT",contributor,pyopensci.github.io,pulls
Update packages.yml,2022-01-10 14:27:01,closed,,arianesasso,"Berlin, Germany",contributor,pyopensci.github.io,pulls
fix indent on line 337 of contributors.yml,2021-09-18 01:42:33,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,pulls
fix indent on line 337 of contributors.yml,2021-09-18 01:38:11,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,pulls
"Add Physcraper, snacktavish and LunaSare to pyOpenSci website",2021-09-16 23:17:15,closed,,snacktavish,,contributor,pyopensci.github.io,pulls
Add arianesasso,2021-08-24 13:11:52,closed,,arianesasso,"Berlin, Germany",contributor,pyopensci.github.io,pulls
Add devicely,2021-08-24 13:07:04,closed,,arianesasso,"Berlin, Germany",contributor,pyopensci.github.io,pulls
Update contributors.yml,2021-05-13 15:47:45,closed,,mluerig,Sweden,contributor,pyopensci.github.io,pulls
Update packages.yml,2021-05-13 15:40:03,closed,,mluerig,Sweden,contributor,pyopensci.github.io,pulls
added ksielemann (reviewer) to contributors.yml,2021-05-07 06:35:58,closed,,ksielemann,,contributor,pyopensci.github.io,pulls
Update contributors.yml,2021-04-30 20:44:17,closed,,JonnyTran,"Seattle, WA",contributor,pyopensci.github.io,pulls
Adding openomics to the list of pyOpenSci packages,2021-04-27 18:23:01,closed,,JonnyTran,"Seattle, WA",contributor,pyopensci.github.io,pulls
"Added pydov to package list, and the group of DOV-Vlaanderen as packa…",2021-02-19 11:31:30,closed,,pjhaest,Belgium,contributor,pyopensci.github.io,pulls
Add pmeier and edgarriba #55,2020-10-14 11:56:25,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,pulls
add pystiche to packages,2020-10-08 18:32:55,closed,,pmeier,Germany,contributor,pyopensci.github.io,pulls
fix: Correct URL endpoints to pyOpenSci/contributing-guide,2020-10-02 17:03:45,closed,,matthewfeickert,"Denton, Texas",contributor,pyopensci.github.io,pulls
Add pyrolite,2020-06-08 03:00:44,closed,,morganjwilliams,"VIC, Australia",contributor,pyopensci.github.io,pulls
add dev instructions for website dev setup,2020-05-11 15:44:23,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add movingpandas post,2020-04-29 19:00:33,closed,,anitagraser,,contributor,pyopensci.github.io,pulls
Add martinfleis as a reviewer,2020-04-09 09:15:41,closed,,martinfleis,Prague,contributor,pyopensci.github.io,pulls
Entries for MovingPandas,2020-03-20 11:32:48,closed,,anitagraser,,contributor,pyopensci.github.io,pulls
add post about mentoring,2020-03-15 15:54:06,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,pulls
update svg to png file,2020-03-07 16:09:56,closed,,cosmicBboy,"Atlanta, GA, US",contributor,pyopensci.github.io,pulls
update logo url location,2020-03-04 19:02:28,closed,,cosmicBboy,"Atlanta, GA, US",contributor,pyopensci.github.io,pulls
Fix contributors page,2019-12-12 15:31:32,closed,,xuanxu,Madrid,contributor,pyopensci.github.io,pulls
change external links in home.md to liquid tags,2019-12-06 01:29:19,closed,,NickleDave,Charm City,contributor,pyopensci.github.io,pulls
Fix typo,2019-11-19 14:36:26,closed,,cosmicBboy,"Atlanta, GA, US",contributor,pyopensci.github.io,pulls
minor fixes to flow/grammar,2019-11-18 18:05:29,closed,,cosmicBboy,"Atlanta, GA, US",contributor,pyopensci.github.io,pulls
adding earthpy to website,2019-11-13 22:55:29,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
post/pandera,2019-11-09 22:26:56,closed,,cosmicBboy,"Atlanta, GA, US",contributor,pyopensci.github.io,pulls
joss wording,2019-10-29 03:06:33,closed,,choldgraf,California,contributor,pyopensci.github.io,pulls
Add jlpalomino to contributors.yml,2019-10-25 22:51:36,closed,,jlpalomino,,contributor,pyopensci.github.io,pulls
Adding blog page to website!!,2019-10-25 16:59:57,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
updating language about joss and members,2019-10-24 15:17:26,closed,,choldgraf,California,contributor,pyopensci.github.io,pulls
Update Contributor list,2019-10-17 19:51:53,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
update from master,2019-10-17 19:51:27,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add pandera packages collection,2019-10-17 19:51:09,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add Ivan Ogasawara as contributor.,2019-10-16 01:40:24,closed,,xmnlab,Earth,contributor,pyopensci.github.io,pulls
Add contributors yml file,2019-10-10 19:16:48,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
add pandera to _packages,2019-10-04 03:05:46,closed,,cosmicBboy,"Atlanta, GA, US",contributor,pyopensci.github.io,pulls
Very minor text updates to make it more clear how submission works,2019-10-01 19:45:43,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
Add a package listing page to the website,2019-09-17 20:19:12,closed,,lwasser,United States,staff,pyopensci.github.io,pulls
fixing formatting,2019-08-28 22:53:51,closed,,choldgraf,California,contributor,pyopensci.github.io,pulls
adding custom types,2019-08-28 22:44:41,closed,,choldgraf,California,contributor,pyopensci.github.io,pulls
Fix Github link site footer,2019-03-19 00:34:57,closed,,leouieda,"São Paulo, Brazil",contributor,pyopensci.github.io,pulls
Add: matomo analytics to governance book,2023-04-18 17:00:51,closed,,lwasser,United States,staff,handbook,issues
Add: circle instructions,2023-04-18 16:26:37,closed,,lwasser,United States,staff,handbook,issues
Add: circle ci preview & dev instructions,2023-04-18 16:12:42,closed,,lwasser,United States,staff,handbook,issues
Fix: bad link on landing,2023-04-17 20:45:55,closed,,lwasser,United States,staff,handbook,issues
Add: general contributing guide,2023-04-17 19:11:59,closed,,lwasser,United States,staff,handbook,issues
Fix: remove sphinx link from footer (no https),2023-01-30 22:51:58,closed,,lwasser,United States,staff,handbook,issues
Fix: move to sphinx data and add ivan as coc steward,2023-01-30 19:02:26,closed,,lwasser,United States,staff,handbook,issues
Add zenodo file to repo,2023-01-25 18:14:20,closed,,lwasser,United States,staff,handbook,issues
Fix: cleanup of notes and left bar links,2023-01-25 18:10:17,closed,,lwasser,United States,staff,handbook,issues
COC fix urls,2023-01-25 17:33:28,closed,,lwasser,United States,staff,handbook,issues
ADD: code of conduct to governance documents,2022-12-21 18:22:24,closed,,lwasser,United States,staff,handbook,issues
Coc,2022-11-22 23:20:51,closed,,lwasser,United States,staff,handbook,issues
ADD CODE OF CONDUCT to governance documentation,2022-11-22 18:56:23,closed,,lwasser,United States,staff,handbook,issues
HTML proofer not ignoring directories,2022-10-11 22:33:07,closed,bug,lwasser,United States,staff,handbook,issues
"CONTENT: added mission, values and 3 years of meeting notes ✨ ",2022-10-10 17:16:54,closed,,lwasser,United States,staff,handbook,issues
CONTENT: good beginning structure for governance,2022-10-06 18:46:32,closed,,lwasser,United States,staff,handbook,issues
Rebase against main,2022-10-06 17:06:05,closed,,lwasser,United States,staff,handbook,issues
:construction: Update readme / under construction ,2022-10-06 16:45:37,closed,,lwasser,United States,staff,handbook,issues
2022 Joint ESA NASA Workshop on Open Innovation,2022-10-06 09:00:06,closed,,slumnitz,"Frascati, italy",contributor,handbook,issues
I'm looking for some mentorship,2022-10-04 21:35:16,closed,,pljspahn,"Denver, CO",contributor,handbook,issues
INFRA: sphinx book theme setup,2022-09-29 16:20:59,closed,,lwasser,United States,staff,handbook,issues
Initial book content: organization structure and landing page,2022-09-28 19:16:14,closed,,lwasser,United States,staff,handbook,issues
Getting involved in pyOpenSci,2022-09-02 06:12:21,closed,,Athene-ai,United Kingdom,contributor,handbook,issues
Discourse link is broken,2021-08-31 09:27:11,closed,,astrojuanlu,Spain,contributor,handbook,issues
"Convert this repository into the ""master"" repo",2019-08-16 16:03:24,closed,,choldgraf,California,contributor,handbook,issues
removing images,2019-08-16 16:01:20,closed,,choldgraf,California,contributor,handbook,issues
"Add meeting notes for May 30 and June 20, 2019",2019-06-26 16:52:07,closed,,jlpalomino,,contributor,handbook,issues
Add meeting notes from 5-9-19 meeting,2019-05-17 17:03:28,closed,,jlpalomino,,contributor,handbook,issues
Add meeting notes for 04-18-19,2019-04-29 16:10:20,closed,,jlpalomino,,contributor,handbook,issues
BoF Submission,2019-04-10 17:36:59,closed,,lwasser,United States,staff,handbook,issues
Add notes for 4-4-19 meeting,2019-04-09 16:19:51,closed,,jlpalomino,,contributor,handbook,issues
Review Process Feedback,2019-04-05 16:44:05,closed,,kysolvik,,contributor,handbook,issues
Add meeting notes for 3-21-19,2019-03-21 21:25:10,closed,,jlpalomino,,contributor,handbook,issues
Review draft of our review policies and guidelines,2019-01-16 18:46:32,closed,,kysolvik,,contributor,handbook,issues
README for pyOpenSci/software-review,2019-01-16 04:59:31,closed,,kysolvik,,contributor,handbook,issues
Jupyter books for pyopensci docs,2019-01-14 17:40:17,closed,,lwasser,United States,staff,handbook,issues
Writing review process guidelines,2019-01-14 17:37:03,closed,,kysolvik,,contributor,handbook,issues
How do we want to track packages?,2018-12-14 18:32:30,closed,,lwasser,United States,staff,handbook,issues
We need to define our presubmission process,2018-12-14 18:10:17,closed,,lwasser,United States,staff,handbook,issues
Add: matomo analytics to governance book,2023-04-18 17:00:51,closed,,lwasser,United States,staff,handbook,pulls
Add: circle instructions,2023-04-18 16:26:37,closed,,lwasser,United States,staff,handbook,pulls
Add: circle ci preview & dev instructions,2023-04-18 16:12:42,closed,,lwasser,United States,staff,handbook,pulls
Fix: bad link on landing,2023-04-17 20:45:55,closed,,lwasser,United States,staff,handbook,pulls
Add: general contributing guide,2023-04-17 19:11:59,closed,,lwasser,United States,staff,handbook,pulls
Fix: remove sphinx link from footer (no https),2023-01-30 22:51:58,closed,,lwasser,United States,staff,handbook,pulls
Fix: move to sphinx data and add ivan as coc steward,2023-01-30 19:02:26,closed,,lwasser,United States,staff,handbook,pulls
Fix: cleanup of notes and left bar links,2023-01-25 18:10:17,closed,,lwasser,United States,staff,handbook,pulls
COC fix urls,2023-01-25 17:33:28,closed,,lwasser,United States,staff,handbook,pulls
ADD: code of conduct to governance documents,2022-12-21 18:22:24,closed,,lwasser,United States,staff,handbook,pulls
Coc,2022-11-22 23:20:51,closed,,lwasser,United States,staff,handbook,pulls
"CONTENT: added mission, values and 3 years of meeting notes ✨ ",2022-10-10 17:16:54,closed,,lwasser,United States,staff,handbook,pulls
CONTENT: good beginning structure for governance,2022-10-06 18:46:32,closed,,lwasser,United States,staff,handbook,pulls
Rebase against main,2022-10-06 17:06:05,closed,,lwasser,United States,staff,handbook,pulls
:construction: Update readme / under construction ,2022-10-06 16:45:37,closed,,lwasser,United States,staff,handbook,pulls
INFRA: sphinx book theme setup,2022-09-29 16:20:59,closed,,lwasser,United States,staff,handbook,pulls
Initial book content: organization structure and landing page,2022-09-28 19:16:14,closed,,lwasser,United States,staff,handbook,pulls
removing images,2019-08-16 16:01:20,closed,,choldgraf,California,contributor,handbook,pulls
"Add meeting notes for May 30 and June 20, 2019",2019-06-26 16:52:07,closed,,jlpalomino,,contributor,handbook,pulls
Add meeting notes from 5-9-19 meeting,2019-05-17 17:03:28,closed,,jlpalomino,,contributor,handbook,pulls
Add meeting notes for 04-18-19,2019-04-29 16:10:20,closed,,jlpalomino,,contributor,handbook,pulls
Add notes for 4-4-19 meeting,2019-04-09 16:19:51,closed,,jlpalomino,,contributor,handbook,pulls
Add meeting notes for 3-21-19,2019-03-21 21:25:10,closed,,jlpalomino,,contributor,handbook,pulls
automata,2023-12-31 02:23:34,closed,6/pyOS-approved,eliotwrobson,"Urbana, IL",contributor,software-submission,issues
WasteAndMaterialFootprint - presubmission enquiry,2023-12-30 17:23:18,closed,"presubmission, ⌛ pending-maintainer-response, on-hold",Stew-McD,under the sea,contributor,software-submission,issues
Plenoptic,2023-11-17 20:39:40,open,"3/reviewers-assigned, ⌛ pending-maintainer-response",billbrod,"New York, NY",contributor,software-submission,issues
SLEPLET: Slepian Scale-Discretised Wavelets in Python (#148),2023-11-16 01:32:15,closed,"6/pyOS-approved, 9/joss-approved",paddyroddy,London,contributor,software-submission,issues
SLEPLET: Slepian Scale-Discretised Wavelets in Python,2023-11-08 14:48:41,closed,"presubmission, Submission Requested",paddyroddy,London,contributor,software-submission,issues
`sunpy` Review,2023-10-30 18:45:06,closed,6/pyOS-approved,nabobalis,"Palo Alto, CA, USA",contributor,software-submission,issues
ncompare,2023-10-25 13:12:48,closed,"6/pyOS-approved, 9/joss-approved",danielfromearth,,contributor,software-submission,issues
Presubmission inquiry for Fast Dash,2023-10-20 09:13:39,closed,presubmission,dkedar7,"Albany, NY",contributor,software-submission,issues
"rdata, read R datasets from Python",2023-10-20 08:26:10,open,6/pyOS-approved,vnmabus,"Frankfurt, Germany",contributor,software-submission,issues
"Presubmission inquiry: rdata, read R datasets from Python",2023-10-19 11:52:43,closed,presubmission,vnmabus,"Frankfurt, Germany",contributor,software-submission,issues
Presubmission inquiry: netCDF comparison tool python package,2023-10-13 14:52:42,closed,presubmission,danielfromearth,,contributor,software-submission,issues
Presubmission inquiry: PixAnalyzer python package,2023-10-11 14:17:34,closed,presubmission,HMYamano,,contributor,software-submission,issues
Presubmission inquiry: A python package for complete coverage path planning,2023-10-09 12:01:51,closed,presubmission,sanjeevrs2000,,contributor,software-submission,issues
Add config json to skip 403 url errors,2023-09-27 18:07:00,closed,,lwasser,United States,staff,software-submission,issues
EOmaps,2023-09-26 12:14:47,closed,6/pyOS-approved,raphaelquast,Vienna,contributor,software-submission,issues
EOmaps,2023-09-21 18:03:49,closed,"presubmission, Submission Requested",raphaelquast,Vienna,contributor,software-submission,issues
Presubmission: pywikipathways,2023-09-13 07:18:05,closed,"presubmission, Submission Requested",kozo2,"Tokyo, Japan",contributor,software-submission,issues
presubmission inquiry: automata,2023-09-11 00:22:02,closed,"presubmission, Submission Requested",eliotwrobson,"Urbana, IL",contributor,software-submission,issues
presubmission inquiry: THzTools,2023-09-08 05:48:33,closed,"presubmission, Submission Requested",jsdodge,,contributor,software-submission,issues
Failure in CI: OSI website returns 403 (not a review),2023-09-07 13:50:59,closed,,isabelizimm,"Florida, USA",contributor,software-submission,issues
Presubmission: harmonize-wq,2023-09-01 18:03:57,closed,"presubmission, Submission Requested",jbousquin,"Gulf Breeze, FL",contributor,software-submission,issues
Presubmission Inquiry for HaploDynamics,2023-08-29 06:14:36,closed,"presubmission, ⌛ pending-maintainer-response, Submission Requested",remytuyeras,Cambridge (MA),contributor,software-submission,issues
Add JOSS DOI to review issue metadata,2023-08-29 01:48:34,closed,,isabelizimm,"Florida, USA",contributor,software-submission,issues
`sourmash` submission,2023-08-14 21:02:57,closed,"6/pyOS-approved, 9/joss-approved",bluegenes,"San Diego, CA",contributor,software-submission,issues
GemGIS - Spatial Data Processing for Geomodeling,2023-08-08 07:11:59,open,"4/reviews-in-awaiting-changes, ⌛ pending-maintainer-response, on-hold",AlexanderJuestel,,contributor,software-submission,issues
Delete submit-software-for-review-DRAFT-PLEASE-DO-NOT-USE.yaml,2023-08-07 22:38:09,closed,,NickleDave,Charm City,contributor,software-submission,issues
Presubmission Inquiry: GemGIS - Spatial Data Processing for Geomodeling,2023-08-07 10:14:01,closed,presubmission,AlexanderJuestel,,contributor,software-submission,issues
PsychoAnalyze,2023-08-04 19:38:38,open,"0/pre-review-checks, ⌛ pending-maintainer-response, on-hold",schlich,"St Louis, MO",contributor,software-submission,issues
Not a review - missing date_accepted metadata for 3 packages,2023-07-28 21:13:37,closed,help wanted,lwasser,United States,staff,software-submission,issues
"Typo: ""resubmission"" -> ""presubmission""",2023-07-27 23:57:11,closed,,schlich,"St Louis, MO",contributor,software-submission,issues
`sciform` review,2023-07-21 04:41:08,closed,6/pyOS-approved,jagerber48,,contributor,software-submission,issues
`astartes`,2023-07-10 22:12:51,closed,"6/pyOS-approved, 9/joss-approved",JacksonBurns,MIT,contributor,software-submission,issues
Redo software submission form for pyOpenSci,2023-07-06 09:03:24,closed,,juanis2112,"Santa Cruz, California",contributor,software-submission,issues
Fix: Remove note about submitting to JOSS in template,2023-06-27 22:19:18,closed,,lwasser,United States,staff,software-submission,issues
XGI,2023-06-08 16:15:32,closed,"6/pyOS-approved, 9/joss-approved",nwlandry,"Burlington, VT",contributor,software-submission,issues
Presubmission Inquiry for sciform (float -> string scientific formatting),2023-06-07 06:19:44,closed,"presubmission, Submission Requested",jagerber48,,contributor,software-submission,issues
Update: New submission form ,2023-06-06 19:32:52,closed,,lwasser,United States,staff,software-submission,issues
Feature: Quack Quack - Application Runner,2023-05-18 12:31:51,closed,"New Submission!, currently-out-of-scope",socek,Tarnowskie Góry / Poland,contributor,software-submission,issues
"climate_indices (drought monitoring, SPI, SPEI, etc.)",2023-05-12 19:51:24,open,"0/pre-review-checks, ⌛ pending-maintainer-response",monocongo,,contributor,software-submission,issues
BioCypher submission,2023-05-04 18:08:32,closed,6/pyOS-approved,slobentanzer,,contributor,software-submission,issues
Update issue metadata for all reviews,2023-04-24 18:52:41,closed,,lwasser,United States,staff,software-submission,issues
Adding people as contribs in this issue - NOT a review,2023-04-24 18:06:28,closed,,lwasser,United States,staff,software-submission,issues
Rename yaml software-submission template temporarily,2023-04-22 22:58:45,closed,,NickleDave,Charm City,contributor,software-submission,issues
Rename yaml software-submission template temporarily,2023-04-22 22:56:29,closed,,NickleDave,Charm City,contributor,software-submission,issues
Add initial .yaml submission template,2023-04-22 21:50:01,closed,,mccrayjr,"Washington, DC",contributor,software-submission,issues
testing,2023-04-22 21:35:16,closed,,mccrayjr,"Washington, DC",contributor,software-submission,issues
cardsort: analyzing data from open card sorting tasks,2023-04-20 11:29:27,closed,6/pyOS-approved,katoss,"Paris, France",contributor,software-submission,issues
Presubmission inquiry for cardsort,2023-04-18 09:21:55,closed,presubmission,katoss,"Paris, France",contributor,software-submission,issues
Presubmission inquiry for plenoptic,2023-04-12 19:17:36,closed,presubmission,billbrod,"New York, NY",contributor,software-submission,issues
FawltyDeps: a dependency checker for Python projects,2023-04-02 12:01:54,closed,"0/pre-review-checks, New Submission!, currently-out-of-scope",mknorps,"Toruń/Gdynia, Poland ",contributor,software-submission,issues
afscgap: Ocean health tools for NOAA AFSC GAP species presence data,2023-03-25 00:27:27,closed,"6/pyOS-approved, 9/joss-approved",sampottinger,,contributor,software-submission,issues
Update broken links in issue template,2023-03-23 19:19:04,closed,,cmarmo,,contributor,software-submission,issues
afscgap: Ocean health tools for NOAA AFSC GAP species presence data [presubmission],2023-03-17 21:09:19,closed,presubmission,sampottinger,,contributor,software-submission,issues
Add workflow for format checking of markdown files; fix minor formatting errors,2023-03-08 11:31:14,closed,,BenjaminRodenberg,,contributor,software-submission,issues
taxpasta: TAXonomic Profile Aggregation and STAndardisation,2023-03-02 16:50:50,closed,"6/pyOS-approved, 9/joss-approved",Midnighter,"Copenhagen, Denmark",contributor,software-submission,issues
bibat: a batteries-included Bayesian analysis template,2023-03-01 14:16:51,closed,6/pyOS-approved,teddygroves,,contributor,software-submission,issues
bibat: Batteries-included Bayesian analysis template,2023-02-21 15:38:59,closed,presubmission,teddygroves,,contributor,software-submission,issues
Python-graphblas: high-performance sparse linear algebra for scalable graph analytics,2023-02-04 23:07:20,closed,6/pyOS-approved,eriknw,"Austin, TX",contributor,software-submission,issues
Hamilton,2023-02-01 20:37:10,open,"0/pre-review-checks, on-hold",skrawcz,San Francisco,contributor,software-submission,issues
Hamilton,2023-01-25 06:36:00,closed,presubmission,skrawcz,San Francisco,contributor,software-submission,issues
Xclim : Xarray-based climate data analytics,2023-01-16 16:59:20,closed,"6/pyOS-approved, 9/joss-approved, Pangeo",Zeitsperre,"Montreal, Canada",contributor,software-submission,issues
Update broken links in submission template,2023-01-12 23:02:59,closed,,cmarmo,,contributor,software-submission,issues
Add Pangeo as a partner to our submission form,2023-01-12 17:14:30,closed,,lwasser,United States,staff,software-submission,issues
Fix: Update the readme - it's about 4 years old,2023-01-11 21:23:13,closed,,lwasser,United States,staff,software-submission,issues
crowsetta: A Python tool to work with any format for annotating animal vocalizations and bioacoustics data.,2023-01-03 19:39:16,closed,"6/pyOS-approved, 9/joss-approved",NickleDave,Charm City,contributor,software-submission,issues
"Pynteny: a Python package to perform synteny-aware, profile HMM-based searches in sequence databases",2022-12-16 22:02:53,closed,"6/pyOS-approved, 9/joss-approved",Robaina,Atlantic Ocean,contributor,software-submission,issues
Add code of conduct & guidelines refs to presubmission template,2022-12-14 07:27:16,closed,,Batalex,,contributor,software-submission,issues
"Pynteny: a Python package to perform synteny-aware, profile HMM-based searches in sequence databases",2022-12-05 11:58:14,closed,presubmission,Robaina,Atlantic Ocean,contributor,software-submission,issues
TODO: Update template headers with package data (also supports website),2022-09-28 15:13:02,closed,help wanted,lwasser,United States,staff,software-submission,issues
Presubmission inquiry for cookiecutter-cmdstanpy-analysis,2022-09-26 09:55:04,closed,presubmission,teddygroves,,contributor,software-submission,issues
add survey link to software-review,2022-09-22 17:31:45,closed,,lwasser,United States,staff,software-submission,issues
PyGMTSAR (Python GMTSAR),2022-09-17 04:31:21,closed,"0/pre-review-checks, currently-out-of-scope",AlexeyPechnikov,,contributor,software-submission,issues
I NEED HELP,2022-09-15 20:38:08,closed,Help Request,lwasser,United States,staff,software-submission,issues
TDDA (Test-Driven Data Analysis) Python Library,2022-09-14 16:49:04,closed,presubmission,njr0,,contributor,software-submission,issues
Removing we are on pause from the submission template,2022-09-13 22:54:04,closed,,lwasser,United States,staff,software-submission,issues
Presubmission enquiry for genomepy,2022-09-02 07:15:42,closed,presubmission,simonvh,the Netherlands,contributor,software-submission,issues
pyos on pause note,2022-06-28 23:01:30,closed,,lwasser,United States,staff,software-submission,issues
hudpy: A Python interface for the US Department of Housing and Urban Development APIs,2022-06-13 05:33:45,closed,"0/pre-review-checks, New Submission!, on-hold",etam4260,"United States, Maryland",contributor,software-submission,issues
Change indentation in template submit-software-for-review.md?,2022-04-30 15:12:28,closed,,NickleDave,Charm City,contributor,software-submission,issues
humpi: The python code for the Hurricane Maximum Potential Intensity (HuMPI) model,2022-04-27 12:14:22,closed,"0/pre-review-checks, ⌛ pending-maintainer-response, New Submission!",apalarcon,"Galicia, Spain",contributor,software-submission,issues
Ocetrac: A Python package to track the spatiotemporal evolution of marine heatwaves,2022-02-23 19:26:19,closed,"0/pre-review-checks, 2/seeking-reviewers, ⌛ pending-maintainer-response",hscannell,"Boulder, CO",contributor,software-submission,issues
Sevivi: A Rendering Tool to Generate Videos With Synchronized Sensor Data ,2021-12-30 13:55:10,closed,"4/reviews-in-awaiting-changes, ⌛ pending-maintainer-response",justamad,,contributor,software-submission,issues
Ocetrac: A Python package to track the spatiotemporal evolution of marine heatwaves,2021-11-30 18:52:06,closed,"0/pre-review-checks, New Submission!, on-hold",hscannell,"Boulder, CO",contributor,software-submission,issues
eXplaianble tool for scientists - Deep Insight And Neural Networks Analysis (DIANNA),2021-11-24 16:51:10,closed,"presubmission, currently-out-of-scope",elboyran,Amsterdam,contributor,software-submission,issues
"Presubmission Inquiry: Visualization Tool: Sevivi, a python package and CLI tool to generate videos of sensor data graphs synchronized to a video of the sensor movement",2021-11-18 15:57:33,closed,presubmission,enra64,,contributor,software-submission,issues
Presubmission inquiry: QuTiP,2021-09-01 15:13:17,closed,"presubmission, currently-out-of-scope",hodgestar,"Cape Town, South Africa",contributor,software-submission,issues
Jointly: A Python Package for synchronizing multiple sensors with accelerometers,2021-08-31 12:58:45,closed,6/pyOS-approved,enra64,,contributor,software-submission,issues
Typo fixes to the pre-submission template,2021-07-23 11:27:29,closed,,leouieda,"São Paulo, Brazil",contributor,software-submission,issues
PyGMT:  A Python interface for the Generic Mapping Tools,2021-07-23 00:37:07,closed,6/pyOS-approved,weiji14,Lisbon,contributor,software-submission,issues
CR-Sparse: XLA accelerated algorithms for inverse problems in sparse representations and compressive sensing ,2021-07-07 05:15:53,closed,presubmission,shailesh1729,"Noida, India",contributor,software-submission,issues
Help request - Prepare a Python repository for submission,2021-06-29 17:58:01,closed,Help Request,jonmatthis,Boston MA USA,contributor,software-submission,issues
